"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"21448","AT 2017fmd","09:24:09.360","+79:24:19.91","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17btl","Gaia - Gaia-photometric","","1","1","","17.19","G-Gaia","2017-07-12 21:48:57.000","Gaia_Bot1","","2017TNSTR.769....1D","",""
"21447","AT 2017fmc","10:45:58.210","-03:42:31.28","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17btk","Gaia - Gaia-photometric","","1","1","","18.76","G-Gaia","2017-07-11 20:24:00.000","Gaia_Bot1","","2017TNSTR.769....1D","",""
"21446","AT 2017fmb","11:15:21.370","-75:49:46.27","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17btj","Gaia - Gaia-photometric","","1","1","","18.68","G-Gaia","2017-07-12 01:19:12.000","Gaia_Bot1","","2017TNSTR.769....1D","",""
"21445","AT 2017fma","10:45:37.330","+31:59:29.22","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bti","Gaia - Gaia-photometric","","1","1","","19.13","G-Gaia","2017-07-03 04:39:21.000","Gaia_Bot1","","2017TNSTR.769....1D","",""
"21444","AT 2017flz","21:25:21.316","-06:57:35.47","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17duj","PS1 - GPC1","","1","1","","20.46","w-P1","2017-06-25 13:00:28.000","PS1_Bot1","","2017TNSTR.766....1C","",""
"21443","AT 2017fly","21:27:47.078","-03:37:23.81","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17duk","PS1 - GPC1","","1","1","","20.54","w-P1","2017-06-25 12:59:02.000","PS1_Bot1","","2017TNSTR.766....1C","",""
"21442","AT 2017flx","20:54:19.799","-13:31:13.57","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17duh","PS1 - GPC1","","1","1","","21.08","w-P1","2017-06-25 11:48:28.000","PS1_Bot1","","2017TNSTR.766....1C","",""
"21441","AT 2017flw","21:11:17.704","-07:39:18.39","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dui","PS1 - GPC1","","1","1","","21.45","w-P1","2017-06-25 12:53:16.000","PS1_Bot1","","2017TNSTR.766....1C","",""
"21440","AT 2017flv","20:36:59.316","-08:45:26.12","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17duf","PS1 - GPC1","","1","1","","20.87","w-P1","2017-06-25 11:44:09.000","PS1_Bot1","","2017TNSTR.766....1C","",""
"21439","AT 2017flu","20:42:52.563","-12:16:52.85","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dug","PS1 - GPC1","","1","1","","20.4","w-P1","2017-06-25 11:48:28.000","PS1_Bot1","","2017TNSTR.766....1C","",""
"21438","AT 2017flt","16:23:15.471","+07:23:49.48","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dud","PS1 - GPC1","","1","1","","21.32","w-P1","2017-06-25 08:18:14.000","PS1_Bot1","","2017TNSTR.766....1C","",""
"21437","AT 2017fls","16:56:41.606","+01:07:53.84","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17due","PS1 - GPC1","","1","1","","20.44","w-P1","2017-06-25 08:22:33.000","PS1_Bot1","","2017TNSTR.766....1C","",""
"21436","AT 2017flr","20:46:27.504","-23:36:55.00","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dub","PS1 - GPC1","","1","1","","21.05","w-P1","2017-06-24 12:14:24.000","PS1_Bot1","","2017TNSTR.766....1C","",""
"21435","AT 2017flq","20:59:35.248","-17:33:11.91","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17duc","PS1 - GPC1","","1","1","","20.53","w-P1","2017-06-24 12:17:16.000","PS1_Bot1","","2017TNSTR.766....1C","",""
"21434","AT 2017flp","22:56:27.643","+19:24:33.05","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dut","PS1 - GPC1","","1","1","","20.76","i-Sloan","2017-07-04 11:54:14.000","PS1_Bot1","","2017TNSTR.766....1C","",""
"21432","AT 2017fln","21:37:14.847","-23:43:38.66","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dur","PS1 - GPC1","","1","1","","21.11","w-P1","2017-07-04 13:10:33.000","PS1_Bot1","","2017TNSTR.766....1C","",""
"21431","AT 2017flm","22:26:31.046","+22:56:45.46","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dus","PS1 - GPC1","","1","1","","20.73","i-Sloan","2017-07-04 11:47:02.000","PS1_Bot1","","2017TNSTR.766....1C","",""
"21430","AT 2017fll","20:59:42.910","-16:58:27.85","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dup","PS1 - GPC1","","1","1","","20.96","w-P1","2017-07-04 13:00:28.000","PS1_Bot1","","2017TNSTR.766....1C","",""
"21429","AT 2017flk","21:08:02.829","-19:40:52.70","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17duq","PS1 - GPC1","","1","1","","21.39","w-P1","2017-07-04 13:03:21.000","PS1_Bot1","","2017TNSTR.766....1C","",""
"21428","AT 2017flj","21:44:53.831","-04:58:00.98","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dun","PS1 - GPC1","","1","1","","19.87","w-P1","2017-06-25 13:03:21.000","PS1_Bot1","","2017TNSTR.766....1C","",""
"21427","AT 2017fli","21:38:38.760","-09:58:58.75","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17duo","PS1 - GPC1","","1","1","","20.72","w-P1","2017-07-01 13:49:26.000","PS1_Bot1","","2017TNSTR.766....1C","",""
"21426","AT 2017flh","21:34:54.921","-03:14:23.18","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dul","PS1 - GPC1","","1","1","","21.28","w-P1","2017-06-25 13:01:55.000","PS1_Bot1","","2017TNSTR.766....1C","",""
"21425","AT 2017flg","21:35:52.950","-03:46:21.80","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dum","PS1 - GPC1","","1","1","","20.98","w-P1","2017-06-25 13:01:55.000","PS1_Bot1","","2017TNSTR.766....1C","",""
"21424","AT 2017flf","13:03:01.155","-26:50:56.07","","","","","ATLAS","ATLAS","","ATLAS","ATLAS17iob","ATLAS-MLO - ATLAS-01","","1","1","","18.69","orange-ATLAS","2017-06-26 07:03:21.000","ATLAS_Bot1","","2017TNSTR.765....1T","",""
"21423","AT 2017fle","14:47:45.901","-40:24:34.37","","","","","ATLAS","ATLAS","","ATLAS","ATLAS17ioc","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","","1","1","","17.86","orange-ATLAS","2017-07-14 07:22:04.000","ATLAS_Bot1","","2017TNSTR.765....1T","",""
"21422","AT 2017fld","22:05:12.539","-12:46:30.33","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dts","PS1 - GPC1","","1","1","","22.17","w-P1","2017-07-05 13:30:43.000","PS1_Bot1","","2017TNSTR.763....1C","",""
"21421","AT 2017flc","22:10:54.289","-12:28:55.12","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dtt","PS1 - GPC1","","1","1","","20.39","w-P1","2017-07-05 13:32:09.000","PS1_Bot1","","2017TNSTR.763....1C","",""
"21420","AT 2017flb","22:01:34.208","-11:08:49.45","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dtq","PS1 - GPC1","","1","1","","20.83","w-P1","2017-07-05 13:29:16.000","PS1_Bot1","","2017TNSTR.763....1C","",""
"21419","AT 2017fla","22:04:25.107","-12:03:46.84","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dtr","PS1 - GPC1","","1","1","","21.87","w-P1","2017-07-05 13:29:16.000","PS1_Bot1","","2017TNSTR.763....1C","",""
"21418","AT 2017fkz","21:49:14.584","+67:37:22.13","","","","","Pan-STARRS, ATLAS","Pan-STARRS, ATLAS","","ATLAS; Pan-STARRS","PS17dto","ATLAS-HKO - ATLAS-02, PS1 - GPC1","","1","1","","19.27","i-Sloan","2017-07-05 11:52:48.000","PS1_Bot1","","2017TNSTR.763....1C","",""
"21417","AT 2017fky","22:01:22.171","-13:27:45.35","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dtp","PS1 - GPC1","","1","1","","19.73","w-P1","2017-07-05 13:30:43.000","PS1_Bot1","","2017TNSTR.763....1C","",""
"21416","AT 2017fkx","22:01:29.398","+21:15:11.02","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dtm","PS1 - GPC1","","1","1","","20.84","i-Sloan","2017-07-04 12:00:00.000","PS1_Bot1","","2017TNSTR.763....1C","",""
"21415","AT 2017fkw","20:08:33.476","+79:53:47.58","","","","","Pan-STARRS, ZTF","Pan-STARRS, ZTF","","Pan-STARRS; ZTF","PS17dtn","P48 - ZTF-Cam, PS1 - GPC1","","1","1","","19.51","i-Sloan","2017-07-05 10:33:36.000","PS1_Bot1","","2017TNSTR.763....1C","",""
"21414","AT 2017fkv","16:36:25.435","-03:23:27.37","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dtk","PS1 - GPC1","","1","1","","20.86","w-P1","2017-06-23 08:28:19.000","PS1_Bot1","","2017TNSTR.763....1C","",""
"21413","AT 2017fku","21:55:16.012","-20:47:28.20","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dtl","PS1 - GPC1","","1","1","","20.68","w-P1","2017-07-04 13:10:33.000","PS1_Bot1","","2017TNSTR.763....1C","",""
"21412","AT 2017fkt","16:26:51.280","-08:43:38.93","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dti","PS1 - GPC1","","1","1","","20.16","w-P1","2017-06-23 08:23:59.000","PS1_Bot1","","2017TNSTR.763....1C","",""
"21411","AT 2017fks","16:26:52.300","-08:12:52.11","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dtj","PS1 - GPC1","","1","1","","21.54","w-P1","2017-06-23 08:23:59.000","PS1_Bot1","","2017TNSTR.763....1C","",""
"21410","AT 2017fkr","16:11:10.107","+00:33:54.63","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dtg","PS1 - GPC1","","1","1","","21.95","w-P1","2017-06-23 08:19:40.000","PS1_Bot1","","2017TNSTR.763....1C","",""
